car_name,car_versions,car_price_in_rupees,fuel_type,city,year_of_manufacture,car_age
Maruti Suzuki, Alto 800 LXi (O) CNG,4.51 Lakh,CNG,Delhi,2021,2
Maruti Suzuki ,Swift VXi,2.65 Lakh,Petrol,Thane,2010,13
Maruti Suzuki ,Wagon R 1.0 VXI AMT,4 Lakh,Petrol,Mumbai,2015,8
Mercedes-Benz ,C-Class 250 CDI Avantagarde,9.5 Lakh,Diesel,Ahmedabad,2012,11
BMW ,7 Series 730Ld Sedan,12.5 Lakh,Diesel,Ahmedabad,2009,14
Maruti Suzuki, Alto K10 VXi AMT [2014-2018],3.38 Lakh,Petrol,Delhi,2017,6
Maruti Suzuki, Ciaz Delta 1.4 MT,6.87 Lakh,Petrol,Delhi,2017,6
Maruti Suzuki, Swift VXi [2014-2017],5.71 Lakh,Petrol,Kolkata,2019,4
Mahindra ,TUV300 T8 AMT mHAWK100,6.45 Lakh,Diesel,Mumbai,2015,8
Volkswagen, Polo GT TSI,8.25 Lakh,Petrol,Kolkata,2021,2
Kia ,Seltos HTX IVT 1.5 [2019-2020],12.75 Lakh,Petrol,Kolkata,2020,3
Maruti Suzuki ,Ciaz Alpha Hybrid 1.5 AT [2018-2020],10.76 Lakh,Petrol,Pune,2021,2
Maruti Suzuki ,Wagon R 1.0 VXI,3.76 Lakh,Petrol,Pune,2016,7
Mercedes-Benz, CLA 200 D Urban Sport,29.75 Lakh,Diesel,Bangalore,2018,5
Ford, EcoSport Titanium 1.5L Ti-VCT,7.19 Lakh,Petrol,Delhi,2017,6
Hyundai, Eon Era +,3.4 Lakh,Petrol,Noida,2018,5
Hyundai, Creta SX Plus 1.6  Petrol,9.25 Lakh,Petrol,Thane,2017,6
Hyundai ,Santro Sportz CNG [2018-2020],5.45 Lakh,CNG,Mumbai,2019,4
Maruti Suzuki, Vitara Brezza ZDi,9.25 Lakh,Diesel,Hyderabad,2018,5
Hyundai ,i20 Active 1.2 SX,6.45 Lakh,Petrol,Thane,2015,8
Toyota ,Etios VX,3.09 Lakh,Petrol,Delhi,2011,12
Mahindra ,Alturas G4 4WD AT [2018-2020],18.99 Lakh,Diesel,Kolkata,2018,5
Maruti Suzuki ,Swift ZXi AMT [2018-2019],7 Lakh,Petrol,Bangalore,2018,5
Mercedes-Benz ,GLA 200 d Sport,33 Lakh,Diesel,Hyderabad,2018,5
Hyundai, Verna Fluidic 1.6 VTVT SX Opt AT,4.6 Lakh,Petrol,Thane,2013,10
Honda, Jazz VX CVT Petrol,6.99 Lakh,Petrol,Ahmedabad,2019,4
Toyota ,Urban Cruiser High Grade AT,11.4 Lakh,Petrol,Thane,2021,2
Honda, Amaze 1.2 VX MT Petrol [2018-2020],8.57 Lakh,Petrol,Pune,2022,1
Hyundai, Creta SX 1.6 CRDI (O),10.72 Lakh,Diesel,Chennai,2017,6
Datsun, GO T (O),2.5 Lakh,Petrol,Ahmedabad,2018,5
Maruti Suzuki, Ertiga Vxi CNG,6.5 Lakh,CNG,Thane,2013,10
Toyota ,Innova 2.5 GX BS IV 7 STR,20.31 Lakh,Diesel,Delhi,2018,5
Audi ,A8 L 3.0 TDI quattro,27.51 Lakh,Diesel,Ahmedabad,2013,10
Ford ,EcoSport Titanium 1.5 Ti-VCT AT,9.45 Lakh,Petrol,Mumbai,2019,4
Maruti Suzuki, Swift VXi [2014-2017],5.95 Lakh,Petrol,Thane,2018,5
Ford ,Freestyle Trend Plus 1.2 Ti-VCT [2019-2020],6.1 Lakh,Petrol,Poonamallee,2019,4
Maruti Suzuki ,Vitara Brezza ZDi Plus,8.85 Lakh,Diesel,Mumbai,2017,6
BMW, X1 sDrive20d xLine,32.75 Lakh,Diesel,Bangalore,2018,5
Maruti Suzuki, Dzire VXi,6.41 Lakh,Petrol,Pune,2018,5
Hyundai, Elite i20 Asta 1.2,7.89 Lakh,Petrol,Bangalore,2018,5
Honda, Amaze 1.2 SX i-VTEC,5.19 Lakh,Petrol,Bangalore,2015,8
Ford, EcoSport Titanium 1.5L TDCi,7.9 Lakh,Diesel,Ahmedabad,2017,6
BMW ,5 Series 520d Luxury Line [2017-2019],38 Lakh,Diesel,Ahmedabad,2019,4
Maruti Suzuki, Celerio VXi CNG [2017-2019],4.89 Lakh,CNG,Pune,2017,6
Maruti Suzuki, Alto 800 Lxi,2.09 Lakh,Petrol,Kolkata,2013,10
Tata ,Altroz XZ (O) Diesel,9.78 Lakh,Diesel,Chennai,2021,2
Hyundai ,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],5.7 Lakh,Petrol,Bangalore,2019,4
Mercedes-Benz, S-Class 350 L,14.56 Lakh,Petrol,Ahmedabad,2011,12
Hyundai, Elantra 1.6 SX AT,6.25 Lakh,Diesel,Delhi,2014,9
Honda, Jazz SV Petrol,5.99 Lakh,Petrol,Bangalore,2015,8
Hyundai ,i20 Sportz 1.4 CRDI,4.5 Lakh,Diesel,Hyderabad,2013,10
Hyundai ,Verna SX Plus 1.6 CRDi AT,13.25 Lakh,Diesel,Pune,2019,4
Kia ,Sonet HTX 1.0 iMT [2020-2021],10.5 Lakh,Petrol,Chennai,2020,3
Honda, City 1.5 S MT,3.99 Lakh,Petrol,Thane,2013,10
Hyundai, Elite i20 Sportz 1.4,5.71 Lakh,Diesel,Mumbai,2015,8
Maruti Suzuki ,Wagon R 1.0 LXI CNG,3.49 Lakh,CNG,Thane,2014,9
Hyundai ,Eon 1.0 Kappa Magna + [2014-2016],2.95 Lakh,Petrol,Hyderabad,2016,7
Hyundai ,Grand i10 Sports Edition 1.2L Kappa VTVT,4.61 Lakh,Petrol,Pune,2016,7
Hyundai ,i20 Active 1.2 SX,6.9 Lakh,Petrol,Chennai,2016,7
Toyota, Innova 2.5 G2,6.5 Lakh,Diesel,Pallikarnai,2009,14
Toyota, Corolla Altis G Petrol,11.9 Lakh,Petrol,Ahmedabad,2019,4
Maruti Suzuki ,Alto 800 Lxi,3.35 Lakh,Petrol,Ahmedabad,2019,4
Maruti Suzuki ,Ciaz ZXi  AT,6.4 Lakh,Petrol,Mumbai,2016,7
Mercedes-Benz ,E-Class 280,4.5 Lakh,Petrol,Kolkata,2007,16
Hyundai ,Creta SX Plus 1.6  Petrol,8.8 Lakh,Petrol,Thane,2016,7
Volkswagen, Tiguan Highline TDI,23.76 Lakh,Diesel,Pune,2017,6
Mercedes-Benz ,R-Class R350 4MATIC,24.85 Lakh,Petrol,Bangalore,2012,11
Honda ,Amaze 1.5 E i-DTEC,4.75 Lakh,Diesel,Kolkata,2017,6
Hyundai, Xcent SX 1.2,4.86 Lakh,Petrol,Pune,2015,8
Hyundai, Verna Fluidic 1.6 VTVT SX,4.99 Lakh,Petrol,Bangalore,2013,10
Nissan ,Terrano XL D Plus,6.25 Lakh,Diesel,Ahmedabad,2014,9
Ford, EcoSport Titanium 1.5 TDCi,6.3 Lakh,Diesel,Hyderabad,2015,8
Honda ,City SV CVT,5.95 Lakh,Petrol,Mumbai,2014,9
Maruti Suzuki ,Vitara Brezza VDi,7.79 Lakh,Diesel,Pune,2018,5
Honda ,Jazz VX CVT Petrol,8.11 Lakh,Petrol,Delhi,2019,4
Maruti Suzuki ,Alto 800 LXi (O),3.5 Lakh,Petrol,Hyderabad,2017,6
Maruti Suzuki ,Swift LXi,4.5 Lakh,Petrol,Kolkata,2018,5
Hyundai, Elite i20 Asta 1.2,7.79 Lakh,Petrol,Bangalore,2018,5
Hyundai, Creta 1.6 S Petrol,7.91 Lakh,Petrol,Kolkata,2018,5
Volkswagen ,Vento Highline Petrol AT,3.45 Lakh,Petrol,Mumbai,2011,12
Maruti Suzuki, Vitara Brezza VXi,8.62 Lakh,Petrol,Pune,2020,3
Mercedes-Benz, E-Class E350 CDI Avantgarde,11.95 Lakh,Diesel,Mumbai,2012,11
Toyota, Innova Crysta 2.8 ZX AT 7 STR [2016-2020],24.5 Lakh,Diesel,Mumbai,2019,4
Hyundai ,Santro Sportz CNG [2018-2020],5.45 Lakh,CNG,Mumbai,2019,4
Hyundai ,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],4.65 Lakh,Petrol,Mumbai,2017,6
Hyundai ,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],5.11 Lakh,Petrol,Kolkata,2018,5
Maruti Suzuki ,Wagon R 1.0 LXi CNG Avance LE,3.95 Lakh,CNG,Thane,2015,8
Mahindra ,Marazzo M6 8 STR,10.45 Lakh,Diesel,Hyderabad,2018,5
Datsun ,redi-GO Gold Limited Edition,2.85 Lakh,Petrol,Mumbai,2017,6
Honda ,City V,9.9 Lakh,Petrol,Ahmedabad,2019,4
Renault, Kwid 1.0 RXT AMT Opt,5.45 Lakh,Petrol,Mumbai,2020,3
Ford ,EcoSport Titanium 1.5L Ti-VCT,7.59 Lakh,Petrol,Bangalore,2018,5
Maruti Suzuki, Alto 800 Lxi,3.21 Lakh,Petrol,Kolkata,2018,5
Jeep ,Compass Limited (O) 2.0 Diesel [2017-2020],18 Lakh,Diesel,Ambattur,2018,5
Maruti Suzuki, Vitara Brezza ZDi,7.45 Lakh,Diesel,Delhi,2018,5
Honda, City 1.5 V MT,3.9 Lakh,Petrol,Ahmedabad,2010,13
Tata, Nexon XZ Plus (S),11.5 Lakh,Petrol,Kolkata,2022,1
Maruti Suzuki, Alto 800 Lxi,3.2 Lakh,Petrol,Ahmedabad,2016,7
Maruti Suzuki ,Ciaz ZXi,6.75 Lakh,Petrol,Pune,2017,6
Maruti Suzuki ,Alto 800 Lxi,2.69 Lakh,Petrol,Pune,2015,8
Mahindra, XUV500 W10,11.5 Lakh,Diesel,Hyderabad,2015,8
Kia ,Sonet HTE 1.2 [2020-2021],7.9 Lakh,Petrol,Ahmedabad,2021,2
Maruti Suzuki, Ertiga VXI,6.44 Lakh,Petrol,Kolkata,2017,6
Maruti Suzuki, Eeco 5 STR WITH A/C+HTR CNG [2017-2019],5.55 Lakh,CNG,Pune,2020,3
Audi ,A6 35 TDI Premium,18 Lakh,Diesel,Hyderabad,2013,10
Maruti Suzuki, Alto K10 VXi,2.34 Lakh,Petrol,Pune,2012,11
Jeep ,Compass Sport 1.4 Petrol,15.3 Lakh,Petrol,Hyderabad,2018,5
Maruti Suzuki ,Wagon R 1.0 VXi,2.68 Lakh,Petrol,Kolkata,2013,10
Skoda, Kodiaq Style 2.0 TDI 4x4 AT,33.25 Lakh,Diesel,Bangalore,2018,5
Land Rover ,Discovery Sport SE,49.5 Lakh,Diesel,Thane,2018,5
Maruti Suzuki ,Swift ZXi,6.48 Lakh,Petrol,Delhi,2018,5
Mahindra, KUV100 K4 Plus 6 STR,3.95 Lakh,Petrol,Noida,2017,6
Kia ,Sonet GTX Plus 1.0 iMT [2020-2021],12.75 Lakh,Petrol,Ahmedabad,2022,1
Hyundai ,Elite i20 Sportz 1.2,6.75 Lakh,Petrol,Thane,2018,5
Maruti Suzuki, Swift DZire VXI,3.85 Lakh,Petrol,Kolkata,2014,9
Maruti Suzuki, Dzire VXi,5.44 Lakh,Petrol,Kolkata,2018,5
Renault, Duster 110 PS RXZ 4X2 MT Diesel,10.25 Lakh,Diesel,Bangalore,2018,5
Hyundai ,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],5.34 Lakh,Petrol,Chennai,2017,6
Hyundai ,Creta 1.6 SX Plus AT,11.25 Lakh,Diesel,Bangalore,2015,8
Toyota, Yaris G CVT [2018-2020],7.55 Lakh,Petrol,Mumbai,2018,5
Volkswagen ,Vento Highline Petrol,3.25 Lakh,Petrol,Noida,2011,12
Tata, Nexon XZ Plus Dual Tone,9.13 Lakh,Petrol,Pune,2018,5
Hyundai ,Eon Era [2011-2012],2.2 Lakh,Petrol,Ahmedabad,2011,12
Tata, Harrier XT Plus,18.95 Lakh,Diesel,Thane,2020,3
Maruti Suzuki ,Swift VDi ABS [2014-2017],5.67 Lakh,Diesel,Pune,2016,7
Tata ,Tiago Revotron XZ,5.69 Lakh,Petrol,Bangalore,2018,5
Volkswagen, Vento Comfortline Petrol AT,7.65 Lakh,Petrol,Bangalore,2015,8
Ford ,EcoSport Titanium 1.5 TDCi,5.11 Lakh,Diesel,Mumbai,2014,9
Audi ,A4 2.0 TDI Sline,16.9 Lakh,Diesel,Ahmedabad,2015,8
Honda ,BR-V V CVT Petrol,7.95 Lakh,Petrol,Mumbai,2016,7
Maruti Suzuki ,Ertiga VDi,6.7 Lakh,Diesel,Hyderabad,2014,9
Tata ,Altroz XZ Petrol,7.89 Lakh,Petrol,Pune,2020,3
Maruti Suzuki ,Baleno Delta 1.3,6.25 Lakh,Diesel,Pallikarnai,2018,5
Jeep ,Compass Limited (O) 1.4 Petrol AT [2017-2020],18.25 Lakh,Petrol,Mumbai,2019,4
Toyota, Yaris V CVT,9.9 Lakh,Petrol,Pune,2019,4
Renault ,Kwid CLIMBER 1.0 AMT [2017-2019],5.55 Lakh,Petrol,Mumbai,2020,3
Hyundai ,Creta 1.6 SX Plus Petrol,11.75 Lakh,Petrol,Mumbai,2019,4
Honda, City SV CVT,5.9 Lakh,Petrol,Mumbai,2015,8
Maruti Suzuki, Swift ZXi AMT [2018-2019],7.5 Lakh,Petrol,Hyderabad,2018,5
Hyundai, Eon 1.0 Kappa Magna + [2014-2016],3.1 Lakh,Petrol,Thane,2016,7
Maruti Suzuki ,Wagon R 1.0 LXI CNG,4.9 Lakh,CNG,Ahmedabad,2018,5
BMW ,7 Series 730Ld Sedan,19.56 Lakh,Diesel,Ahmedabad,2010,13
Maruti Suzuki, Vitara Brezza ZDi+ Dual Tone [2017-2018],10.12 Lakh,Diesel,Delhi,2019,4
Audi, A3 35 TDI Technology + Sunroof,30.5 Lakh,Diesel,Bangalore,2020,3
Mercedes-Benz, GLA 200 d Sport,25.59 Lakh,Diesel,Delhi,2017,6
Maruti Suzuki ,Ertiga VXI,9.36 Lakh,Petrol,Hyderabad,2021,2
Honda ,Accord 2.4 Elegance MT,3.9 Lakh,Petrol,Mumbai,2010,13
MG, Hector Plus Sharp 1.5 Petrol Turbo CVT 6-STR,19.4 Lakh,Petrol,Delhi,2021,2
Tata ,Indigo eCS LS CR4 BS-IV,2 Lakh,Diesel,Poonamallee,2014,9
Hyundai ,Grand i10 Sports Edition 1.2L Kappa VTVT,4.71 Lakh,Petrol,Bangalore,2014,9
Maruti Suzuki ,Celerio ZXi AMT [2019-2020],4.45 Lakh,Petrol,Mumbai,2016,7
BMW, 5 Series 520d Luxury Line [2017-2019],21.49 Lakh,Diesel,Delhi,2015,8
Datsun, redi-GO T(O) 1.0,3.45 Lakh,Petrol,Mumbai,2019,4
Maruti Suzuki, Wagon R 1.0 LXI,3.25 Lakh,Petrol,Mumbai,2014,9
Renault, Kwid RXT 1.0 AMT,5.25 Lakh,Petrol,Noida,2022,1
Maruti Suzuki, Swift LXi,4.08 Lakh,Petrol,Delhi,2014,9
Skoda, Rapid Ambition 1.6 MPI AT Plus,3.51 Lakh,Petrol,Mumbai,2013,10
Mercedes-Benz, E-Class E 220 d Avantgarde,44.5 Lakh,Diesel,Hyderabad,2018,5
Mahindra ,Thar LX Convertible Diesel MT,12.99 Lakh,Diesel,Kolkata,2021,2
Hyundai, Creta SX 1.6 CRDi (O),14.9 Lakh,Diesel,Hyderabad,2018,5
Skoda, Rapid Ambition 1.6 TDI CR MT,7.45 Lakh,Diesel,Hyderabad,2016,7
Maruti Suzuki, Alto 800 LXi (O),3.5 Lakh,Petrol,Ahmedabad,2021,2
Maruti Suzuki, Swift VXi,4.99 Lakh,Petrol,Bangalore,2014,9
Audi ,Q3 30 TDI Premium FWD,22.5 Lakh,Diesel,Ahmedabad,2017,6
Mahindra, XUV500 W8 [2015-2017],6.85 Lakh,Diesel,Delhi,2015,8
Volkswagen ,Polo Highline1.2L (D),3.8 Lakh,Diesel,Ahmedabad,2014,9
Tata ,Nexon XZA Plus Petrol,8.75 Lakh,Petrol,Thane,2018,5
Hyundai ,Elite i20 Asta 1.4 (O) CRDi,8.8 Lakh,Diesel,Hyderabad,2019,4
Honda, BR-V S Petrol,9.42 Lakh,Petrol,Delhi,2018,5
Volvo, S60 Kinetic D4,15.95 Lakh,Diesel,Hyderabad,2016,7
Mahindra, Bolero Power Plus ZLX,8.32 Lakh,Diesel,Delhi,2019,4
Maruti Suzuki ,Vitara Brezza ZDi,8.65 Lakh,Diesel,Hyderabad,2017,6
Mahindra, XUV500 W11(O) [2018-2020],13.95 Lakh,Diesel,Delhi,2018,5
Maruti Suzuki ,XL6 Zeta MT Petrol,10.45 Lakh,Petrol,Mumbai,2021,2
Hyundai ,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],4.91 Lakh,Petrol,Hyderabad,2017,6
Tata ,Hexa XTA 4x2 7 STR,15.5 Lakh,Diesel,Hyderabad,2018,5
Honda ,Amaze 1.2 S AT i-VTEC,6.25 Lakh,Petrol,Ahmedabad,2017,6
Maruti Suzuki ,Wagon R 1.0 VXI,3.69 Lakh,Petrol,Kolkata,2016,7
Honda ,Amaze 1.2 V MT Petrol [2018-2020],7.25 Lakh,Petrol,Bangalore,2018,5
Jeep, Compass Limited (O) 2.0 Diesel [2017-2020],17.45 Lakh,Diesel,Hyderabad,2018,5
Maruti Suzuki ,Celerio VXi AMT,4 Lakh,Petrol,Thiruvallur,2014,9
Renault ,Kwid CLIMBER 1.0 (O),4.8 Lakh,Petrol,Kolkata,2021,2
Honda ,City SV,7.99 Lakh,Petrol,Bangalore,2016,7
Maruti Suzuki, Dzire ZXi,7.95 Lakh,Petrol,Bangalore,2020,3
Tata, Safari XZA Plus Gold 6 S,24 Lakh,Diesel,Thane,2021,2
Hyundai ,i20 Magna (O) 1.2,4.25 Lakh,Petrol,Pune,2014,9
Hyundai ,Elite i20  Asta 1.2 AT,8.95 Lakh,Petrol,Bangalore,2018,5
Maruti Suzuki, Alto K10 VXi [2014-2019],3.36 Lakh,Petrol,Pune,2015,8
Mercedes-Benz ,C-Class C 220d Progressive [2018-2019],46 Lakh,Diesel,Hyderabad,2019,4
Mahindra, XUV500 W11 AT,15.9 Lakh,Diesel,Ahmedabad,2018,5
Jeep, Compass Model S (O) Diesel 4x4 AT,37 Lakh,Diesel,Hyderabad,2022,1
Hyundai ,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],5 Lakh,Petrol,Kolkata,2019,4
Hyundai ,Venue S 1.0 AT Petrol [2019-2020],10.45 Lakh,Petrol,Mumbai,2020,3
Hyundai ,Verna 1.6 VTVT SX,8.68 Lakh,Petrol,Delhi,2018,5
Maruti Suzuki, Alto K10 VXi [2014-2019],2.95 Lakh,Petrol,Chennai,2016,7
Skoda, Rapid Style 1.6 MPI,10.46 Lakh,Petrol,Delhi,2021,2
Chevrolet ,Cruze LTZ,8.5 Lakh,Diesel,Thane,2017,6
Ford, EcoSport Titanium 1.5 Ti-VCT AT,9.45 Lakh,Petrol,Mumbai,2019,4
Maruti Suzuki, Baleno Alpha 1.2,6.89 Lakh,Petrol,Delhi,2018,5
Hyundai, Elite i20 Asta 1.2 (O) CVT [2019-2020],8.51 Lakh,Petrol,Mumbai,2019,4
Maruti Suzuki ,Baleno Zeta 1.2,5.85 Lakh,Petrol,Mumbai,2017,6
Hyundai ,Creta SX Plus 1.6 AT CRDI,11.71 Lakh,Diesel,Mumbai,2017,6
Volkswagen, Polo GT TSI,5.92 Lakh,Petrol,Pune,2014,9
Hyundai ,Venue SX 1.4 CRDi,9.83 Lakh,Diesel,Delhi,2019,4
Honda, Amaze 1.2 SX i-VTEC,4.69 Lakh,Petrol,Pune,2015,8
Volkswagen ,Ameo Trendline 1.0L (P),4.65 Lakh,Petrol,Noida,2018,5
Volkswagen ,Ameo Highline1.2L (P) [2016-2018],3.99 Lakh,Petrol,Kolkata,2016,7
Hyundai ,Elite i20 Asta 1.2,6.58 Lakh,Petrol,Bangalore,2015,8
Hyundai ,Grand i10 Magna 1.2 Kappa VTVT CNG [2019-2020],5.37 Lakh,CNG,Pune,2019,4
Hyundai ,Elite i20 Magna 1.2 [2016-2017],5.34 Lakh,Petrol,Delhi,2016,7
Hyundai ,i10 1.1L iRDE Magna Special Edition,2.95 Lakh,Petrol,Thane,2014,9
Maruti Suzuki ,Celerio VXi,3.95 Lakh,Petrol,Noida,2015,8
Maruti Suzuki ,Celerio ZXi (O) AMT [2019-2020],4.25 Lakh,Petrol,Pune,2017,6
Hyundai ,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],4.31 Lakh,Petrol,Pune,2013,10
Audi, A4 2.0 TDI (177bhp) Premium,16.5 Lakh,Diesel,Hyderabad,2013,10
Honda ,Amaze 1.2 S i-VTEC,4 Lakh,Petrol,Delhi,2014,9
Mahindra ,XUV500 W8 [2015-2017],9.75 Lakh,Diesel,Mumbai,2016,7
Renault ,Kwid RXT [2015-2019],4.25 Lakh,Petrol,Thane,2019,4
Maruti Suzuki, Wagon R 1.0 LXI CNG,4.5 Lakh,CNG,Thane,2018,5
Mercedes-Benz ,E-Class E 350 CDI Edition E,27 Lakh,Diesel,Hyderabad,2016,7
Maruti Suzuki, Baleno Zeta 1.2,7.25 Lakh,Petrol,Mumbai,2020,3
Hyundai ,i20 Asta (O) 1.2 MT,9.1 Lakh,Petrol,Pune,2021,2
Hyundai ,i10 Sportz 1.1 iRDE2 [2010--2017],3.67 Lakh,Petrol,Chennai,2014,9
Tata, Tiago Revotron XZ,5.9 Lakh,Petrol,Delhi,2021,2
Maruti Suzuki, S-Cross Alpha 1.3,7.95 Lakh,Diesel,Thane,2017,6
Hyundai, Venue SX Plus 1.0 Turbo DCT,10.97 Lakh,Petrol,Pune,2020,3
Audi ,A6 2.0 TDI Premium,15.5 Lakh,Diesel,Ahmedabad,2014,9
Hyundai, Santro Sportz [2018-2020],5.29 Lakh,Petrol,Pune,2019,4
Audi ,A4 35 TDI Premium,27 Lakh,Diesel,Chennai,2016,7
Maruti Suzuki ,Wagon R LXi 1.0 CNG,6.87 Lakh,CNG,Pune,2021,2
Maruti Suzuki, Swift VXi [2014-2017],5.8 Lakh,Petrol,Hyderabad,2016,7
Toyota ,Corolla Altis GL,11.5 Lakh,Diesel,Hyderabad,2015,8
Maruti Suzuki ,Ciaz Delta 1.5,8.49 Lakh,Petrol,Hyderabad,2020,3
Maruti Suzuki ,S-Cross Delta 1.3,8.95 Lakh,Diesel,Bangalore,2018,5
BMW, 3 Series 320d Luxury Line,27.85 Lakh,Diesel,Bangalore,2016,7
Honda, Brio EX MT,3.75 Lakh,Petrol,Bangalore,2014,9
Maruti Suzuk,i Wagon R VXi 1.2,5.79 Lakh,Petrol,Bangalore,2019,4
Skoda ,Kushaq Style 1.0L TSI MT,14.5 Lakh,Petrol,Kolkata,2022,1
Maruti Suzuki ,Swift VXi AMT,7.85 Lakh,Petrol,Bangalore,2019,4
Maruti Suzuki, Alto K10 VXi AMT (Airbag) [2014-2019],4.3 Lakh,Petrol,Ahmedabad,2018,5
Mahindra ,Bolero Power Plus SLE [2016-2019],5.71 Lakh,Diesel,Kolkata,2017,6
BMW ,3 Series GT 320d Luxury Line [2014-2016],39.5 Lakh,Diesel,Hyderabad,2019,4
Volkswagen, Taigun GT Plus 1.5 TSI DSG,16.49 Lakh,Petrol,Ahmedabad,2021,2
Toyota ,Innova Crysta 2.8 ZX AT 7 STR [2016-2020],16.31 Lakh,Diesel,Delhi,2017,6
Hyundai ,Elantra 1.8 SX AT,6.85 Lakh,Petrol,Pune,2014,9
Kia ,Seltos GTX (O) 1.4,15.98 Lakh,Petrol,Pune,2021,2
Honda ,City SV CVT,6.45 Lakh,Petrol,Mumbai,2015,8
Tata ,Tiago NRG Petrol,8.43 Lakh,Petrol,Pune,2022,1
Ford, Freestyle Titanium Plus 1.2 Ti-VCT [2018-2020],6 Lakh,Petrol,Ambattur,2020,3
Honda ,City ZX CVT Petrol [2017-2019],9.25 Lakh,Petrol,Mumbai,2017,6
Maruti Suzuki ,Wagon R LXi Minor,1.5 Lakh,Petrol + 1,Ambattur,2007,16
Skoda ,Rapid Ambition 1.6 MPI AT,9.59 Lakh,Petrol,Delhi,2020,3
Maruti Suzuki, Alto 800 VXi,3.49 Lakh,Petrol,Delhi,2020,3
Maruti Suzuki, Swift VXi [2014-2017],6.29 Lakh,Petrol,Bangalore,2018,5
Volkswagen, Polo Highline1.2L (P),3 Lakh,Petrol,Mumbai,2013,10
Honda ,City VX CVT Petrol [2017-2019],11.45 Lakh,Petrol,Bangalore,2017,6
Toyota, Corolla Altis G CVT Petrol,12.27 Lakh,Petrol,Delhi,2017,6
Hyundai ,Verna Fluidic 1.6 CRDi SX,6 Lakh,Diesel,Hyderabad,2014,9
Jeep ,Compass Limited Plus Petrol AT,20 Lakh,Petrol,Mumbai,2020,3
BMW ,X3 xDrive20d,18 Lakh,Diesel,Hyderabad,2012,11
Volkswagen, Ameo Highline Plus 1.5L AT (D)16 Alloy,6.6 Lakh,Diesel,Chennai,2017,6
Volkswagen ,'Taigun Topline 1.0 TSI MT,15.99 Lakh,Petrol,Bangalore,2021,2
Ford ,Figo Duratorq Diesel Titanium 1.4,2.99 Lakh,Diesel,Mumbai,2013,10
Hyundai, Elite i20 Asta 1.2,5.15 Lakh,Petrol,Thane,2014,9
Jeep ,Compass Limited (O) 2.0 Diesel [2017-2020],11.26 Lakh,Diesel,Kolkata,2017,6
Maruti Suzuki, Ciaz Zeta 1.4 AT,7.52 Lakh,Petrol,Ahmedabad,2017,6
Maruti Suzuki, Baleno Alpha 1.2,8.75 Lakh,Petrol,Hyderabad,2019,4
Volkswagen ,Vento TSI,6.1 Lakh,Petrol,Mumbai,2016,7
Hyundai, Creta SX Plus 1.6  Petrol,8.99 Lakh,Petrol,Thane,2016,7
Volkswagen ,Polo Comfortline 1.2L (P),4.25 Lakh,Petrol,Mumbai,2015,8
Hyundai ,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],4.28 Lakh,Petrol,Hyderabad,2013,10
Hyundai ,Santro Sportz CNG [2018-2020],6.04 Lakh,CNG,Delhi,2021,2
Maruti Suzuki ,Alto 800 Vxi,2.46 Lakh,Petrol,Delhi,2014,9
Honda ,Civic ZX CVT Petrol [2019-2020],20.7 Lakh,Petrol,Pune,2019,4
Maruti Suzuki, Ciaz Delta 1.3 Hybrid,6 Lakh,Diesel,Delhi,2017,6
Maruti Suzuki, Baleno Delta Dualjet,6.79 Lakh,Petrol,Delhi,2020,3
Maruti Suzuki, Baleno Sigma 1.3,6.99 Lakh,Diesel,Bangalore,2018,5
Hyundai, Elite i20 Sportz 1.2,6.1 Lakh,Petrol,Mumbai,2017,6
Hyundai ,Eon 1.0 Kappa Magna + [2014-2016],2.83 Lakh,Petrol,Delhi,2014,9
Maruti Suzuki, Wagon R 1.0 VXI AMT,4.45 Lakh,Petrol,Delhi,2018,5
Hyundai, Verna 1.6 VTVT SX,9.65 Lakh,Petrol,Mumbai,2019,4
Maruti Suzuki ,Alto K10 VXi AMT,4.3 Lakh,Petrol,Hyderabad,2019,4
Jeep ,Compass Limited Plus 2.0 Diesel 4x4 AT,24.75 Lakh,Diesel,Mumbai,2020,3
Volkswagen, Polo Comfortline 1.2L (P),5.79 Lakh,Petrol,Bangalore,2015,8
Hyundai ,Elite i20 Asta 1.4 CRDI,7.7 Lakh,Diesel,Chennai,2017,6
Volkswagen ,Polo GT TSI,9.25 Lakh,Petrol,Bangalore,2018,5
Maruti Suzuki, Alto 800 LXi (O),3.43 Lakh,Petrol,Kolkata,2019,4
Maruti Suzuki ,Swift Dzire VXI,5.15 Lakh,Petrol,Gurgaon,2017,6
Maruti Suzuki, Swift ZXi AMT [2018-2019],7.25 Lakh,Petrol,Thane,2019,4
Renault ,Kwid 1.0 RXL [2017-2019],2.85 Lakh,Petrol,Delhi,2017,6
